Word,Value
BYOBCorkage_u'no',-0.0
BYOBCorkage_u'yes_free',-0.0
Ambience_upscale_NA,-0.0
BestNights_NA,-0.0
BestNights_None,-0.0
BestNights_friday_False,-0.0
BestNights_friday_NA,-0.0
BestNights_friday_True,-0.0
BestNights_monday_False,-0.0
BestNights_monday_NA,-0.0
BestNights_saturday_False,-0.0
BestNights_saturday_NA,-0.0
Ambience_upscale_True,-0.0
Ambience_upscale_False,-0.0
Ambience_NA,-0.0
Ambience_hipster_NA,-0.0
Ambience_None,-0.0
Ambience_casual_NA,-0.0
Ambience_casual_True,-0.0
Ambience_classy_False,-0.0
Ambience_classy_NA,-0.0
Ambience_classy_True,-0.0
Ambience_divey_False,-0.0
Ambience_divey_NA,-0.0
Ambience_hipster_False,-0.0
Ambience_intimate_False,-0.0
Ambience_trendy_True,-0.0
Ambience_intimate_NA,-0.0
Ambience_intimate_True,-0.0
Ambience_romantic_False,-0.0
Ambience_romantic_NA,-0.0
Ambience_romantic_True,-0.0
Ambience_touristy_False,-0.0
Ambience_touristy_NA,-0.0
Ambience_trendy_False,-0.0
Ambience_trendy_NA,-0.0
Watches,-0.0
Watch Repair,-0.0
Wallpapering,-0.0
Trailer Rental,-0.0
Town Car Service,-0.0
Town Hall,-0.0
Toxicologists,-0.0
Toy Stores,-0.0
Traditional Chinese Medicine,-0.0
Traditional Clothing,-0.0
Traffic Schools,-0.0
Traffic Ticketing Law,-0.0
Trailer Dealers,-0.0
Trailer Repair,-0.0
Tours,-0.0
Train Stations,-0.0
Trainers,-0.0
Trains,-0.0
Trampoline Parks,-0.0
Translation Services,-0.0
Transmission Repair,-0.0
Travel Agents,-0.0
Travel Services,-0.0
Tree Services,-0.0
Towing,-0.0
Tonkatsu,-0.0
Walking Tours,-0.0
Tennis,-0.0
Tea Rooms,-0.0
Teacher Supplies,-0.0
Team Building Activities,-0.0
Teeth Whitening,-0.0
Telecommunications,-0.0
Television Service Providers,-0.0
Television Stations,-0.0
Tempura,-0.0
Tenant and Eviction Law,-0.0
Teppanyaki,-0.0
Tobacco Shops,-0.0
Test Preparation,-0.0
Thai,-0.0
Themed Cafes,-0.0
Threading Services,-0.0
Ticket Sales,-0.0
Tickets,-0.0
Tiki Bars,-0.0
Tiling,-0.0
Title Loans,-0.0
Trinidadian,-0.0
Trivia Hosts,-0.0
Trophy Shops,-0.0
Videographers,-0.0
Vascular Medicine,-0.0
Vegan,-0.0
Vegetarian,-0.0
Vehicle Wraps,-0.0
Venezuelan,-0.0
Venues & Event Spaces,-0.0
